nombre,correo,web
Contactos y ubicación - Colegio Alemán Quito,secretaria.primaria@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,coordinador.transporte@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,musica_cultura@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,tecnico.helpdesk@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,recepcion@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,seleccion@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,asistente.gerencia@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,asistente.recgeneral@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,jefe.personal@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,analista.seleccion@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,info@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,jefe.comunicacion@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,asistente.secundaria@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,content.manager@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Contactos y ubicación - Colegio Alemán Quito,secretaria.kinder@caq.edu.ec,https://www.caq.edu.ec/contactos-y-ubicacion/
Colegio Los Pinos,contactenos@colegiolospinos.k12.ec,https://colegiolospinos.ec/
Colegio Los Pinos,2463-1912434-021contactenos@colegiolospinos.ecContacto,https://colegiolospinos.ec/
Colegio Los Pinos,admisiones@colegiolospinos.ec,https://colegiolospinos.ec/
CONTACTOS – U.E. MARISTA QUITO,secrecolquito@fmsnor.orgTelf,https://quito.maristasecuador.org/contactos/
CONTACTOS – U.E. MARISTA QUITO,secreprimariaq@fmsnor.orgTelf,https://quito.maristasecuador.org/contactos/
Colegio Terranova - Inicio,ksalas@colegioterranova.edu.ec,https://colegioterranova.edu.ec/
Contactos - Unidad Educativa Particular Nuestra Señora del Rosario UIO,n@colrosarioquito.edu.ec,https://colrosarioquito.edu.ec/contactos/
Contactos - Unidad Educativa Particular Nuestra Señora del Rosario UIO,rosarista@colrosario.edu.ec,https://colrosarioquito.edu.ec/contactos/
Contactos - Unidad Educativa Particular Nuestra Señora del Rosario UIO,informacion@colrosarioquito.edu.ec,https://colrosarioquito.edu.ec/contactos/
Colegio privado Isaac Newton al norte de Quito,kmoscoso@isaacnewton.edu.ecSECRETARIA,https://www.isaacnewton.edu.ec/
Colegio privado Isaac Newton al norte de Quito,atrejo@isaacnewton.edu.ecSECRETARIA,https://www.isaacnewton.edu.ec/
Colegio privado Isaac Newton al norte de Quito,isaacnewton@isaacnewton.edu.ecMARKETING,https://www.isaacnewton.edu.ec/
Colegio privado Isaac Newton al norte de Quito,gborja@isaacnewton.edu.ecSECRETARIA,https://www.isaacnewton.edu.ec/
Colegio privado Isaac Newton al norte de Quito,ibedon@isaacnewton.edu.ec,https://www.isaacnewton.edu.ec/
Colegio San Gabriel – Unidad Educativa – Colegio San Gabriel,transjovenesdelfuturo@gmail.com,https://www.csgabriel.edu.ec/
Colegio San Gabriel – Unidad Educativa – Colegio San Gabriel,contacto@csgabriel.edu.ec,https://www.csgabriel.edu.ec/
Colegio FrancÃ©s | Colegio y escuela particular en Quito Norte,info@colegiofrances.edu.ec,https://colegiofrances.edu.ec/
"Unidad Educativa Particular ""Julio María Matovelle"""" – EL TALENTO FORMADO EN LA CIENCIA Y EL CARÁCTER EN LA VIRTUD",info@uejuliomariamatovelle-quito.edu.ec,https://uejuliomariamatovelle-quito.edu.ec/
Unidad Educativa La Dolorosa – Guayaquil – Somos una institución facilitadora de la educación en el modelo socio-cognitivo de corte humanista en los lineamientos del sistema educativo,info@unidadeducativaladolorosa.edu.ec,https://unidadeducativaladolorosa.edu.ec/
Contacto – UCSG,info.comunicacion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.fee@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.mercadotecnia@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.farquitectura@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,club.ciencias@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.electricidad@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,vip@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.salud@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.ingenieria@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.pedagogaidioma@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.auditoria@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.aprvideosjuegos@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,admisiones@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.administracion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,educacion.continua@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.negocios@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.filosofia@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.telecomunicacion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.arquitectura@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.fisioterapia@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.economia@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,e.medicacontinua@gmail.com,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.tecnica@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,ventas.educontinua@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.cine@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.odontologico@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.enfermeria@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.nutridiete@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.derecho@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.comercio@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.psic-clinica@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.animaciondigital@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,alonso.veloz@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.veterinaria@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.comercioexterior@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.artesmusicales@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.civil@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.artesyhum@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.diseinterior@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.turismo@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.agropecuaria@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.computacion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.trabajosocial@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.automatizacion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.diseniografico@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.educacion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.psic-organizacion@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.medicina@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Contacto – UCSG,info.agroindustria@cu.ucsg.edu.ec,https://www.ucsg.edu.ec/contacto/
Federación de Colegios Católicos del Guayas - FEDEC GUAYAS,info@fedecguayas.org.ec,https://fedecguayas.org.ec/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@cbecheverria.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@jmriera.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@sanjoaquin.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@uespra.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@rcushing.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracionescuela@starosa.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@nssabiduria.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,2395507proyectos@reaeduca.orgGuayaquil,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@mnastudillo.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@sfnazareth.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@doloressopena.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@vdelcisne.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@stomas.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@lascumbres.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@narcisadejesus.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@sfjavier.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@juanbosco.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@bgarelli.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion2@cbecheverria.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@sanesteban.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@arzube.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@juandiego.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@prolucianas.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@uesantamaria.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@laconsolata.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Nuestras Instituciones – Red Educativa Arquidiocesana – REA,administracion@nsmontebello.edu.ec,https://www.reaeduca.org/nuestras-instituciones/
Contacto - Liceo Cristiano de Guayaquil,admision@liceocristiano.edu.ec,https://liceocristiano.edu.ec/contacto/
Unidad Educativa Santo Domingo de Guzmán,comunicacion@stodomingo.edu.ec,https://stodomingo.edu.ec/
Consulta Cuenta de Correo Electrónico Institucional Convocatoria 12 – A DISTANCIA – VIRTUAL,bachiller.virtual@educacion.gob.ec,https://adistancia.educacion.gob.ec/consulta-cuenta-de-correo-electronico-convocatoria-12/
Configuración correo institucional 2025 v.1 – UEP El Despertar,tics@ueeldespertar.edu.ec,https://info.ueeldespertar.edu.ec/2025/05/23/configuracion-correo-institucional-2025-v-1/
Configuración correo institucional 2025 v.1 – UEP El Despertar,info@ueeldespertar.edu.ec,https://info.ueeldespertar.edu.ec/2025/05/23/configuracion-correo-institucional-2025-v-1/
Configuración correo institucional 2025 v.1 – UEP El Despertar,admin@ueeldespertar.edu.ec,https://info.ueeldespertar.edu.ec/2025/05/23/configuracion-correo-institucional-2025-v-1/
Configuración correo institucional 2025 v.1 – UEP El Despertar,estudiante@eldespertar.edu,https://info.ueeldespertar.edu.ec/2025/05/23/configuracion-correo-institucional-2025-v-1/
Contacto :: Institución Educativa Ricardo Rodríguez,ricardogestionpedagogica2.0@gmail.com,https://institucion-educativa-ricardo-rodriguez6.webnode.ec/contacto/
Contacto :: Institución Educativa Ricardo Rodríguez,17H01922@gmail.com,https://institucion-educativa-ricardo-rodriguez6.webnode.ec/contacto/
"UNIDAD EDUCATIVA ""SAN FRANCISCO""",secretaria@colegiosanfrancisco.edu.ec,https://colegiosanfrancisco.edu.ec/
Buenas prácticas para el uso del Correo Electrónico Institucional | Universidad Nacional de Loja,soporte.dti@unl.edu.ec,https://unl.edu.ec/servicios-tecnologicos/buenas-practicas-correo
Buenas prácticas para el uso del Correo Electrónico Institucional | Universidad Nacional de Loja,comunicacion@unl.edu.ec,https://unl.edu.ec/servicios-tecnologicos/buenas-practicas-correo
Colegio San Gabriel – Unidad Educativa – Colegio San Gabriel,transjovenesdelfuturo@gmail.com,https://www.csgabriel.edu.ec/
Colegio San Gabriel – Unidad Educativa – Colegio San Gabriel,contacto@csgabriel.edu.ec,https://www.csgabriel.edu.ec/
